applicant_id,name,age,income,employment_status,credit_score,loan_amount,loan_purpose,existing_debt,approved
3092,Arjun Patel,42,261471,Contract,633,276767,Business Expansion,58275,0
3093,Sai Patel,47,260267,Salaried,667,163601,Home Renovation,118946,0
3094,Atharv Patel,38,285110,Salaried,600,243182,Education,123555,0
3095,Ishaan Patel,29,712218,Salaried,683,787872,Medical,136816,1
3096,Ananya Patel,45,182493,Unemployed,614,182058,Education,57962,0
3097,Diya Patel,29,421416,Self-Employed,547,792556,Medical,85154,0
3098,Aadhya Patel,38,425285,Salaried,601,100000,Education,38137,1
3099,Aarohi Patel,47,922567,Salaried,682,976098,Business Expansion,358068,0
3100,Anika Patel,35,220396,Contract,635,100000,Home Renovation,76732,0
3101,Myra Patel,32,589660,Salaried,590,1066313,Car Purchase,184611,0
3102,Sara Patel,29,681648,Self-Employed,714,100000,Home Renovation,178555,1
3103,Aisha Patel,35,616484,Salaried,610,715051,Business Expansion,306230,0
3104,Aarav Singh,26,783541,Self-Employed,592,920729,Education,283070,0
3105,Vivaan Singh,21,759278,Salaried,651,688710,Debt Consolidation,433872,0
3106,Aditya Singh,43,295374,Contract,660,220829,Debt Consolidation,52589,0
3107,Vihaan Singh,44,728319,Salaried,631,100000,Medical,159106,1
3108,Arjun Singh,28,1422984,Self-Employed,632,1278655,Car Purchase,353536,0
3109,Sai Singh,37,368147,Salaried,613,780389,Home Renovation,0,0
3110,Atharv Singh,51,250284,Contract,598,378105,Medical,86931,0
3111,Ishaan Singh,34,430741,Salaried,689,242110,Medical,38698,1
3112,Ananya Singh,28,444127,Contract,599,557469,Business Expansion,200669,0
3113,Diya Singh,26,616809,Salaried,574,986345,Car Purchase,222305,0
3114,Aadhya Singh,41,151513,Self-Employed,625,100000,Home Renovation,29607,0
3115,Aarohi Singh,29,797355,Salaried,690,897658,Medical,220457,0
3116,Anika Singh,36,439346,Salaried,634,208009,Medical,92368,0
3117,Myra Singh,30,392839,Salaried,694,100000,Medical,187130,1
3118,Sara Singh,46,280835,Salaried,682,254611,Car Purchase,140260,0
3119,Aisha Singh,35,565765,Salaried,594,309049,Business Expansion,65051,1
3120,Aarav Reddy,27,217773,Contract,578,215906,Home Renovation,94116,0
3121,Vivaan Reddy,32,1091492,Salaried,608,1059259,Education,156977,0
3122,Aditya Reddy,24,998329,Salaried,653,2275703,Debt Consolidation,364958,0
3123,Vihaan Reddy,35,429372,Salaried,652,566454,Business Expansion,132983,0
3124,Arjun Reddy,42,786880,Self-Employed,656,516315,Car Purchase,325296,0
3125,Sai Reddy,45,622696,Salaried,677,484384,Debt Consolidation,226448,1
3126,Atharv Reddy,43,381445,Salaried,781,100000,Car Purchase,73510,1
3127,Ishaan Reddy,41,829552,Self-Employed,656,523599,Debt Consolidation,247930,0
3128,Ananya Reddy,34,619028,Contract,615,844830,Education,262931,0
3129,Diya Reddy,21,772930,Self-Employed,630,815850,Car Purchase,287351,0
3130,Aadhya Reddy,49,388312,Salaried,680,100000,Car Purchase,55831,1
3131,Aarohi Reddy,31,1457586,Self-Employed,654,1288631,Car Purchase,384110,0
3132,Anika Reddy,41,393552,Salaried,653,580530,Debt Consolidation,0,0
3133,Myra Reddy,32,327211,Contract,594,532774,Medical,77126,0
3134,Sara Reddy,51,639049,Salaried,619,308873,Debt Consolidation,203272,1
3135,Aisha Reddy,26,698194,Salaried,653,100000,Home Renovation,245319,1
3136,Aarav Gupta,38,367077,Salaried,681,100000,Business Expansion,124753,1
3137,Vivaan Gupta,47,522698,Salaried,582,372647,Car Purchase,116142,0
3138,Aditya Gupta,31,618601,Salaried,685,1039444,Home Renovation,66018,0
3139,Vihaan Gupta,34,284911,Salaried,622,145912,Medical,33731,1
3140,Arjun Gupta,55,461356,Salaried,674,298189,Medical,237899,1
3141,Sai Gupta,43,660971,Salaried,661,587411,Home Renovation,0,1
3142,Atharv Gupta,43,756550,Salaried,636,476631,Car Purchase,335352,0
3143,Ishaan Gupta,43,825954,Salaried,627,301117,Business Expansion,306943,0
3144,Ananya Gupta,32,452676,Salaried,671,787064,Business Expansion,207089,0
3145,Diya Gupta,28,272390,Contract,553,425502,Debt Consolidation,84537,0
3146,Aadhya Gupta,29,197880,Unemployed,611,144968,Business Expansion,27680,0
3147,Aarohi Gupta,46,586118,Salaried,600,1027955,Home Renovation,261340,0
3148,Anika Gupta,29,335461,Contract,633,100000,Car Purchase,94356,1
3149,Myra Gupta,34,388384,Salaried,666,1042284,Medical,75194,0
3150,Sara Gupta,33,622835,Salaried,619,681634,Debt Consolidation,156980,0
3151,Aisha Gupta,36,435233,Salaried,678,315140,Education,92254,1
3152,Aarav Das,38,522283,Salaried,733,114599,Business Expansion,0,1
3153,Vivaan Das,32,567281,Salaried,634,213692,Home Renovation,231006,1
3154,Aditya Das,26,197186,Unemployed,613,363064,Education,80853,0
3155,Vihaan Das,23,997794,Salaried,679,338237,Medical,206585,1
3156,Arjun Das,34,404735,Self-Employed,674,100000,Education,41232,1
3157,Sai Das,21,442375,Salaried,599,100000,Car Purchase,55094,1
3158,Atharv Das,35,599303,Self-Employed,593,1044924,Debt Consolidation,44849,0
3159,Ishaan Das,40,174361,Unemployed,566,100000,Home Renovation,22615,0
3160,Ananya Das,47,412648,Salaried,664,100000,Business Expansion,155401,1
3161,Diya Das,36,376021,Self-Employed,622,638381,Debt Consolidation,24132,0
3162,Aadhya Das,35,564790,Salaried,729,884314,Car Purchase,195427,0
3163,Aarohi Das,48,272370,Contract,642,395527,Business Expansion,25282,0
3164,Anika Das,43,609941,Salaried,660,683765,Business Expansion,235018,0
3165,Myra Das,36,605275,Contract,625,690578,Debt Consolidation,428387,0
3166,Sara Das,41,777302,Self-Employed,657,880290,Debt Consolidation,0,0
3167,Aisha Das,35,804721,Salaried,636,747938,Home Renovation,226577,0
3168,Aarav Mehta,47,491949,Self-Employed,667,562527,Business Expansion,165342,0
3169,Vivaan Mehta,30,340946,Contract,521,650260,Home Renovation,65110,0
3170,Aditya Mehta,43,263893,Unemployed,667,411951,Home Renovation,0,0
3171,Vihaan Mehta,42,384924,Salaried,624,331493,Debt Consolidation,133417,0
3172,Arjun Mehta,21,445953,Contract,561,522129,Education,102738,0
3173,Sai Mehta,48,605034,Salaried,696,239882,Car Purchase,0,1
3174,Atharv Mehta,36,736522,Salaried,676,582224,Business Expansion,199242,1
3175,Ishaan Mehta,35,647649,Salaried,667,327928,Business Expansion,154442,1
3176,Ananya Mehta,21,761592,Self-Employed,562,733009,Home Renovation,256531,0
3177,Diya Mehta,38,462825,Salaried,721,829165,Education,25984,0
3178,Aadhya Mehta,44,605767,Self-Employed,616,837527,Education,43509,0
3179,Aarohi Mehta,21,552990,Self-Employed,658,221647,Home Renovation,90249,1
3180,Anika Mehta,42,337198,Contract,624,109302,Car Purchase,70347,1
3181,Myra Mehta,45,818885,Salaried,715,461042,Medical,144435,1
3182,Sara Mehta,23,625871,Salaried,585,167696,Education,327962,0
3183,Aisha Mehta,37,571134,Salaried,674,481723,Business Expansion,148415,1
3184,Aarav Bose,39,357284,Salaried,604,401793,Debt Consolidation,33525,0
3185,Vivaan Bose,42,333334,Self-Employed,635,150202,Medical,59610,1
3186,Aditya Bose,47,831594,Self-Employed,666,1391591,Home Renovation,0,0
3187,Vihaan Bose,37,445616,Contract,583,427361,Car Purchase,159503,0
3188,Arjun Bose,41,450965,Salaried,698,299998,Debt Consolidation,104574,1
3189,Sai Bose,36,566033,Salaried,728,1025683,Home Renovation,86697,0
3190,Atharv Bose,42,636475,Salaried,670,1468469,Business Expansion,112183,0
3191,Ishaan Bose,35,470271,Salaried,709,271225,Car Purchase,32875,1
3192,Ananya Bose,24,214545,Contract,655,256941,Home Renovation,67441,0
3193,Diya Bose,43,463155,Salaried,593,614338,Education,155320,0
3194,Aadhya Bose,26,529932,Contract,562,570727,Business Expansion,95925,0
3195,Aarohi Bose,26,404784,Self-Employed,642,197079,Education,142756,1
3196,Anika Bose,37,719621,Salaried,667,773112,Business Expansion,120479,1
3197,Myra Bose,21,721489,Salaried,629,880666,Home Renovation,150656,0
3198,Sara Bose,28,482557,Salaried,678,205806,Home Renovation,216833,1
3199,Aisha Bose,38,415529,Salaried,664,567478,Home Renovation,42384,0
3200,Aarav Nair,38,867637,Salaried,683,1583902,Car Purchase,196963,0
3201,Vivaan Nair,42,883017,Salaried,650,1140702,Home Renovation,319576,0
3202,Aditya Nair,36,353712,Salaried,671,100000,Education,74959,1
3203,Vihaan Nair,42,486524,Salaried,661,401480,Home Renovation,99704,1
3204,Arjun Nair,34,827095,Self-Employed,629,1119556,Business Expansion,199313,0
3205,Sai Nair,30,443416,Unemployed,623,363943,Education,96003,0
3206,Atharv Nair,28,304330,Contract,622,100000,Debt Consolidation,94421,1
3207,Ishaan Nair,47,738328,Salaried,657,682436,Education,181844,1
3208,Ananya Nair,51,402306,Salaried,653,638278,Debt Consolidation,156261,0
3209,Diya Nair,38,773322,Salaried,702,498032,Business Expansion,115801,1
3210,Aadhya Nair,33,920745,Self-Employed,708,1603579,Home Renovation,268287,0
3211,Aarohi Nair,48,721213,Salaried,606,594239,Home Renovation,117024,0
3212,Anika Nair,35,865817,Salaried,630,106082,Business Expansion,342267,1
3213,Myra Nair,41,1856526,Self-Employed,709,3000000,Debt Consolidation,331348,0
3214,Sara Nair,32,553602,Salaried,582,494330,Home Renovation,81079,0
3215,Aisha Nair,22,287064,Contract,536,450954,Business Expansion,109365,0
3216,Aarav Rao,27,879161,Self-Employed,584,1066740,Education,369097,0
3217,Vivaan Rao,33,515094,Salaried,667,651781,Education,184744,0
3218,Aditya Rao,40,535063,Salaried,723,1170393,Car Purchase,101333,0
3219,Vihaan Rao,26,535353,Salaried,646,434027,Debt Consolidation,0,1
3220,Arjun Rao,24,351394,Salaried,678,642020,Education,103410,0
3221,Sai Rao,44,518097,Self-Employed,650,537668,Debt Consolidation,180612,0
3222,Atharv Rao,27,886135,Salaried,661,563335,Business Expansion,15610,1
3223,Ishaan Rao,55,720171,Self-Employed,674,100000,Car Purchase,328830,1
3224,Ananya Rao,35,276679,Unemployed,630,368753,Home Renovation,35370,0
3225,Diya Rao,43,437387,Contract,563,388123,Education,74481,0
3226,Aadhya Rao,32,411439,Salaried,656,433551,Home Renovation,97722,0
3227,Aarohi Rao,33,519185,Self-Employed,650,593198,Medical,53988,0
3228,Anika Rao,46,150000,Salaried,732,100000,Medical,19817,1
3229,Myra Rao,32,982106,Contract,551,1138296,Debt Consolidation,98367,0
3230,Sara Rao,38,407350,Salaried,649,556876,Home Renovation,92714,0
3231,Aisha Rao,26,460308,Salaried,672,263145,Home Renovation,99304,1
3232,Aarav Mishra,25,305976,Contract,554,114820,Home Renovation,2509,0
3233,Vivaan Mishra,32,516144,Salaried,648,233255,Debt Consolidation,253707,1
3234,Aditya Mishra,31,502819,Salaried,667,681127,Home Renovation,186136,0
3235,Vihaan Mishra,48,457429,Salaried,672,395763,Business Expansion,62907,1
3236,Arjun Mishra,29,331580,Salaried,620,299240,Home Renovation,77901,1
3237,Sai Mishra,41,160046,Unemployed,668,102416,Business Expansion,52804,0
3238,Atharv Mishra,36,560115,Salaried,601,100000,Car Purchase,0,1
3239,Ishaan Mishra,31,433884,Salaried,622,207631,Education,104763,1
3240,Ananya Mishra,28,653719,Salaried,641,673336,Business Expansion,156447,0
3241,Diya Mishra,27,538254,Salaried,657,955784,Education,54544,0
3242,Aadhya Mishra,35,479409,Salaried,599,229678,Car Purchase,67497,1
3243,Aarohi Mishra,28,368223,Salaried,643,745984,Car Purchase,154092,0
3244,Anika Mishra,39,413220,Salaried,678,253663,Car Purchase,67168,1
3245,Myra Mishra,39,340051,Contract,613,436485,Medical,124106,0
3246,Sara Mishra,35,254357,Contract,574,283687,Debt Consolidation,90374,0
3247,Aisha Mishra,30,358018,Contract,565,411765,Home Renovation,91249,0
3248,Aarav Chopra,24,700400,Salaried,605,753512,Debt Consolidation,100505,0
3249,Vivaan Chopra,24,447492,Salaried,614,686086,Medical,130431,0
3250,Aditya Chopra,43,641201,Salaried,717,592698,Debt Consolidation,152007,1
3251,Vihaan Chopra,26,407697,Self-Employed,627,114077,Education,157508,1
3252,Arjun Chopra,43,407469,Salaried,726,250842,Education,116611,1
3253,Sai Chopra,28,569166,Salaried,676,740453,Debt Consolidation,157190,0
3254,Atharv Chopra,28,279365,Contract,617,360439,Car Purchase,43802,0
3255,Ishaan Chopra,33,566655,Salaried,655,676022,Business Expansion,127913,0
3256,Ananya Chopra,39,344779,Contract,631,362332,Education,166132,0
3257,Diya Chopra,29,1017267,Self-Employed,647,2542168,Business Expansion,384166,0
3258,Aadhya Chopra,46,403077,Unemployed,563,666922,Education,40180,0
3259,Aarohi Chopra,29,465945,Salaried,604,446871,Debt Consolidation,111046,0
3260,Anika Chopra,48,386202,Salaried,683,102554,Business Expansion,34713,1
3261,Myra Chopra,56,270277,Contract,692,125785,Debt Consolidation,118741,1
3262,Sara Chopra,43,988733,Self-Employed,548,246452,Medical,123612,1
3263,Aisha Chopra,40,323253,Contract,605,317863,Debt Consolidation,70885,0
3264,Aarav Ghosh,39,1016520,Salaried,651,1331935,Debt Consolidation,85065,0
3265,Vivaan Ghosh,40,464336,Contract,584,702072,Education,74396,0
3266,Aditya Ghosh,30,765638,Salaried,717,813766,Debt Consolidation,235534,1
3267,Vihaan Ghosh,31,744840,Salaried,612,856761,Business Expansion,340700,0
3268,Arjun Ghosh,21,996563,Contract,569,781841,Debt Consolidation,182968,0
3269,Sai Ghosh,32,606329,Contract,523,806070,Education,27274,0
3270,Atharv Ghosh,21,885342,Salaried,618,1145931,Medical,214163,0
3271,Ishaan Ghosh,31,558526,Contract,644,517237,Debt Consolidation,29691,0
3272,Ananya Ghosh,41,550361,Salaried,664,792058,Debt Consolidation,225998,0
3273,Diya Ghosh,32,664272,Salaried,668,567945,Debt Consolidation,142620,1
3274,Aadhya Ghosh,43,663385,Salaried,757,635015,Medical,178391,1
3275,Aarohi Ghosh,35,271818,Salaried,668,290945,Education,132815,0
3276,Anika Ghosh,40,709857,Salaried,689,1304794,Medical,55535,0
3277,Myra Ghosh,31,593681,Salaried,630,1001101,Debt Consolidation,80478,0
3278,Sara Ghosh,35,1006290,Salaried,602,1033812,Medical,178063,0
3279,Aisha Ghosh,37,1306213,Self-Employed,637,998608,Debt Consolidation,469029,0
3280,Aarav Sharma,33,422086,Salaried,687,644227,Home Renovation,102619,0
3281,Vivaan Sharma,34,548764,Salaried,575,729128,Education,194941,0
3282,Aditya Sharma,43,1778418,Self-Employed,585,1192848,Business Expansion,543675,0
3283,Vihaan Sharma,25,630719,Salaried,652,260175,Education,211791,1
3284,Arjun Sharma,49,428573,Salaried,677,577569,Debt Consolidation,181157,0
3285,Sai Sharma,34,278150,Contract,632,176329,Medical,100663,1
3286,Atharv Sharma,31,390357,Salaried,666,100000,Medical,13207,1
3287,Ishaan Sharma,23,698634,Salaried,682,352173,Business Expansion,100481,1
3288,Ananya Sharma,36,397400,Salaried,632,119678,Home Renovation,138001,1
3289,Diya Sharma,40,1010850,Self-Employed,678,618163,Debt Consolidation,231750,1
3290,Aadhya Sharma,33,420455,Salaried,712,100000,Car Purchase,16236,1
3291,Aarohi Sharma,22,885709,Salaried,563,1495683,Home Renovation,166898,0
3292,Anika Sharma,45,804325,Salaried,663,658762,Medical,497968,0
3293,Myra Sharma,54,630051,Salaried,739,410123,Medical,202495,1
3294,Sara Sharma,21,713901,Salaried,611,1136753,Home Renovation,222042,0
3295,Aisha Sharma,39,150000,Unemployed,645,213983,Business Expansion,58410,0
3296,Aarav Verma,31,154590,Self-Employed,618,148439,Business Expansion,22599,0
3297,Vivaan Verma,29,244908,Salaried,672,100000,Business Expansion,44495,1
3298,Aditya Verma,33,487738,Salaried,642,441737,Home Renovation,173741,0
3299,Vihaan Verma,25,669088,Salaried,667,653784,Home Renovation,0,1
3300,Arjun Verma,34,759696,Self-Employed,643,579541,Debt Consolidation,159084,0
3301,Sai Verma,39,811467,Salaried,679,1019745,Business Expansion,163309,0
3302,Atharv Verma,40,426035,Self-Employed,702,142016,Home Renovation,136955,1
3303,Ishaan Verma,21,150000,Unemployed,513,148022,Debt Consolidation,32829,0
3304,Ananya Verma,39,524108,Salaried,621,440879,Education,44412,1
3305,Diya Verma,35,150000,Unemployed,629,286316,Medical,19298,0
3306,Aadhya Verma,32,765860,Salaried,650,1164715,Debt Consolidation,176804,0
3307,Aarohi Verma,38,527994,Salaried,611,724842,Debt Consolidation,162553,0
3308,Anika Verma,31,567832,Salaried,671,459840,Debt Consolidation,62357,1
3309,Myra Verma,31,801179,Self-Employed,583,604764,Home Renovation,46099,0
3310,Sara Verma,38,454145,Salaried,686,338877,Debt Consolidation,39179,1
3311,Aisha Verma,34,669886,Salaried,714,1255443,Business Expansion,158943,0
3312,Aarav Iyer,44,326334,Salaried,632,239208,Car Purchase,98059,0
3313,Vivaan Iyer,25,447105,Contract,626,385850,Debt Consolidation,211009,0
3314,Aditya Iyer,23,593489,Self-Employed,636,892935,Business Expansion,143023,0
3315,Vihaan Iyer,37,444239,Salaried,714,513722,Home Renovation,0,1
3316,Arjun Iyer,21,710350,Salaried,662,785063,Home Renovation,213316,0
3317,Sai Iyer,38,1689243,Self-Employed,651,2167705,Debt Consolidation,547774,0
3318,Atharv Iyer,53,378717,Salaried,630,373766,Debt Consolidation,117356,0
3319,Ishaan Iyer,26,394527,Salaried,591,148705,Education,100908,1
3320,Ananya Iyer,35,660598,Self-Employed,667,439781,Education,128359,1
3321,Diya Iyer,29,586505,Self-Employed,674,1257605,Home Renovation,200770,0
3322,Aadhya Iyer,36,380468,Self-Employed,680,158790,Business Expansion,161808,1
3323,Aarohi Iyer,21,777547,Salaried,627,559691,Debt Consolidation,115057,0
3324,Anika Iyer,28,686924,Salaried,667,439749,Medical,230398,1
3325,Myra Iyer,40,581624,Salaried,713,1198450,Medical,184316,0
3326,Sara Iyer,25,420684,Unemployed,600,513861,Business Expansion,112522,0
3327,Aisha Iyer,46,555976,Salaried,692,1170925,Medical,137249,0
3328,Aarav Kumar,31,157667,Contract,616,100000,Home Renovation,34134,0
3329,Vivaan Kumar,39,368400,Salaried,632,757065,Car Purchase,67178,0
3330,Aditya Kumar,32,500945,Salaried,677,294062,Car Purchase,117427,1
3331,Vihaan Kumar,29,760622,Salaried,677,1190478,Car Purchase,0,0
3332,Arjun Kumar,41,602423,Salaried,641,832383,Education,222522,0
3333,Sai Kumar,40,598394,Salaried,692,100000,Car Purchase,329982,1
3334,Atharv Kumar,32,523852,Salaried,618,734170,Business Expansion,112530,0
3335,Ishaan Kumar,36,482289,Self-Employed,721,464946,Car Purchase,150331,1
3336,Ananya Kumar,36,415898,Salaried,651,577127,Home Renovation,0,0
3337,Diya Kumar,33,289601,Salaried,701,660595,Home Renovation,54638,0
3338,Aadhya Kumar,32,483319,Salaried,687,487481,Home Renovation,195359,0
3339,Aarohi Kumar,46,564256,Contract,587,790873,Home Renovation,74680,0
3340,Anika Kumar,33,465116,Salaried,586,557702,Car Purchase,149790,0
3341,Myra Kumar,30,1388437,Self-Employed,587,1027377,Debt Consolidation,0,1
3342,Sara Kumar,25,470968,Salaried,565,683385,Car Purchase,90428,0
3343,Aisha Kumar,21,546902,Salaried,655,969107,Medical,167502,0
3344,Aarav Patel,43,525088,Self-Employed,626,342109,Medical,107209,0
3345,Vivaan Patel,45,743401,Salaried,660,1165670,Medical,149359,0
3346,Aditya Patel,41,673855,Self-Employed,670,1415491,Education,73665,0
3347,Vihaan Patel,35,754581,Self-Employed,624,617928,Education,131019,1
3348,Arjun Patel,34,363845,Salaried,688,470892,Business Expansion,142570,0
3349,Sai Patel,23,979884,Salaried,598,494906,Education,535684,0
3350,Atharv Patel,28,422561,Contract,605,487108,Debt Consolidation,141524,0
3351,Ishaan Patel,30,339908,Salaried,650,363384,Car Purchase,86402,0
3352,Ananya Patel,36,743593,Self-Employed,624,593764,Medical,481124,0
3353,Diya Patel,35,386786,Contract,633,528179,Medical,145845,0
3354,Aadhya Patel,32,617999,Salaried,666,1284440,Education,58111,0
3355,Aarohi Patel,28,368482,Salaried,657,620347,Medical,159845,0
3356,Anika Patel,21,383360,Salaried,631,831775,Car Purchase,100323,0
3357,Myra Patel,31,440599,Salaried,648,100000,Home Renovation,132236,1
3358,Sara Patel,37,363293,Salaried,686,200572,Education,49820,1
3359,Aisha Patel,49,272237,Salaried,674,342840,Car Purchase,73099,0
3360,Aarav Singh,33,266003,Salaried,681,222615,Car Purchase,2355,1
3361,Vivaan Singh,34,563649,Salaried,727,336576,Education,26980,1
3362,Aditya Singh,28,491015,Salaried,626,100000,Business Expansion,40800,1
3363,Vihaan Singh,40,150000,Unemployed,677,186026,Education,0,0
3364,Arjun Singh,33,359599,Salaried,655,263737,Education,43801,1
3365,Sai Singh,32,400527,Salaried,582,476930,Debt Consolidation,132940,0
3366,Atharv Singh,37,521403,Salaried,683,320440,Business Expansion,0,1
3367,Ishaan Singh,45,563954,Salaried,681,1419802,Education,82006,0
3368,Ananya Singh,39,1082821,Salaried,695,685368,Debt Consolidation,371222,0
3369,Diya Singh,33,488562,Salaried,630,528458,Debt Consolidation,152636,0
3370,Aadhya Singh,28,492357,Salaried,702,649428,Medical,261990,0
3371,Aarohi Singh,41,286471,Salaried,726,394181,Business Expansion,49098,1
3372,Anika Singh,40,676864,Self-Employed,701,613201,Education,263156,0
3373,Myra Singh,28,268023,Salaried,691,473802,Education,87960,0
3374,Sara Singh,44,348969,Self-Employed,629,240502,Education,91783,1
3375,Aisha Singh,42,912872,Self-Employed,641,1193292,Car Purchase,202170,0
3376,Aarav Reddy,44,601728,Self-Employed,630,495332,Home Renovation,0,0
3377,Vivaan Reddy,38,532622,Salaried,683,612376,Business Expansion,47143,1
3378,Aditya Reddy,46,725893,Salaried,659,917703,Business Expansion,197698,0
3379,Vihaan Reddy,27,404955,Contract,619,302029,Debt Consolidation,85309,0
3380,Arjun Reddy,45,572111,Salaried,677,1217968,Business Expansion,167205,0
3381,Sai Reddy,33,644894,Salaried,664,1148005,Car Purchase,37031,0
3382,Atharv Reddy,34,614177,Self-Employed,651,827208,Medical,9599,0
3383,Ishaan Reddy,24,683470,Salaried,656,816673,Car Purchase,137320,0
3384,Ananya Reddy,26,282626,Salaried,644,100000,Home Renovation,59155,1
3385,Diya Reddy,50,571970,Unemployed,589,484793,Medical,95725,0
3386,Aadhya Reddy,21,693805,Salaried,687,130242,Car Purchase,79159,1
3387,Aarohi Reddy,41,429417,Salaried,718,713207,Education,0,0
3388,Anika Reddy,21,550050,Salaried,618,203925,Education,96141,1
3389,Myra Reddy,37,346998,Contract,647,193463,Education,58044,1
3390,Sara Reddy,28,953824,Salaried,601,867432,Business Expansion,172968,0
3391,Aisha Reddy,27,170180,Contract,567,290295,Medical,76209,0
3392,Aarav Gupta,30,437856,Salaried,642,615198,Home Renovation,52951,0
3393,Vivaan Gupta,39,380173,Self-Employed,668,100000,Education,110020,1
3394,Aditya Gupta,36,354601,Self-Employed,664,441975,Debt Consolidation,31541,0
3395,Vihaan Gupta,42,398182,Self-Employed,696,344805,Car Purchase,67912,1
3396,Arjun Gupta,28,322682,Salaried,657,349675,Home Renovation,53306,0
3397,Sai Gupta,30,291108,Salaried,645,100000,Education,31393,1
3398,Atharv Gupta,26,1123519,Self-Employed,628,1234223,Debt Consolidation,40869,0
3399,Ishaan Gupta,37,340713,Self-Employed,542,557276,Medical,147361,0
3400,Ananya Gupta,28,309382,Self-Employed,645,215683,Home Renovation,80259,1
3401,Diya Gupta,34,525704,Salaried,638,333019,Education,177203,1
3402,Aadhya Gupta,38,427594,Salaried,628,429765,Business Expansion,118423,1
3403,Aarohi Gupta,43,621030,Salaried,691,464631,Education,235888,1
3404,Anika Gupta,34,404695,Salaried,687,295480,Debt Consolidation,164464,1
3405,Myra Gupta,33,746627,Salaried,718,607996,Medical,112816,1
3406,Sara Gupta,26,769961,Self-Employed,607,178814,Education,31624,1
3407,Aisha Gupta,32,499317,Salaried,694,156591,Home Renovation,195535,1
3408,Aarav Das,35,290446,Salaried,656,276116,Business Expansion,80490,1
3409,Vivaan Das,44,753326,Salaried,668,327960,Debt Consolidation,210192,1
3410,Aditya Das,26,457930,Contract,570,219713,Education,41898,1
3411,Vihaan Das,39,413433,Contract,551,459777,Business Expansion,57760,0
3412,Arjun Das,26,150000,Unemployed,555,153263,Medical,66740,0
3413,Sai Das,44,706264,Self-Employed,682,100000,Car Purchase,405153,1
3414,Atharv Das,38,363715,Salaried,661,576976,Home Renovation,86649,0
3415,Ishaan Das,42,233890,Contract,569,100000,Business Expansion,17192,0
3416,Ananya Das,36,524312,Salaried,664,450051,Debt Consolidation,0,1
3417,Diya Das,33,643417,Salaried,631,724750,Debt Consolidation,146720,0
3418,Aadhya Das,32,337270,Salaried,641,406977,Home Renovation,107002,0
3419,Aarohi Das,26,949409,Self-Employed,563,100000,Debt Consolidation,305715,1
3420,Anika Das,23,393229,Self-Employed,624,369683,Car Purchase,82621,0
3421,Myra Das,46,577833,Salaried,663,408532,Medical,191324,1
3422,Sara Das,45,679928,Salaried,697,100000,Business Expansion,95883,1
3423,Aisha Das,43,1264418,Self-Employed,605,1781807,Education,0,0
3424,Aarav Mehta,36,344205,Salaried,640,175123,Home Renovation,0,1
3425,Vivaan Mehta,34,424975,Contract,594,404847,Car Purchase,82598,0
3426,Aditya Mehta,50,560351,Salaried,642,257501,Business Expansion,57290,1
3427,Vihaan Mehta,37,612679,Salaried,632,354276,Home Renovation,231827,1
3428,Arjun Mehta,32,643358,Salaried,633,100000,Medical,39341,1
3429,Sai Mehta,21,388284,Self-Employed,617,472916,Car Purchase,114218,0
3430,Atharv Mehta,33,1276357,Self-Employed,632,811730,Medical,0,1
3431,Ishaan Mehta,45,461842,Self-Employed,694,337804,Education,287682,0
3432,Ananya Mehta,21,522722,Unemployed,518,100702,Education,12787,0
3433,Diya Mehta,29,897081,Contract,564,1924602,Medical,254720,0
3434,Aadhya Mehta,40,539642,Salaried,718,965658,Car Purchase,223026,0
3435,Aarohi Mehta,36,627169,Salaried,639,900409,Debt Consolidation,157381,0
3436,Anika Mehta,46,588794,Salaried,674,100000,Business Expansion,376094,0
3437,Myra Mehta,44,776176,Salaried,634,912718,Business Expansion,168539,0
3438,Sara Mehta,38,629813,Salaried,706,881371,Car Purchase,149085,0
3439,Aisha Mehta,32,699733,Salaried,693,817384,Business Expansion,272869,0
3440,Aarav Bose,35,395204,Salaried,705,100000,Home Renovation,0,1
3441,Vivaan Bose,33,150000,Unemployed,601,370387,Business Expansion,39128,0
3442,Aditya Bose,28,219627,Unemployed,661,195144,Education,14950,0
3443,Vihaan Bose,28,766766,Salaried,626,100000,Business Expansion,21699,1
3444,Arjun Bose,21,830956,Salaried,668,1139220,Car Purchase,447992,0
3445,Sai Bose,47,380752,Salaried,743,307986,Car Purchase,0,1
3446,Atharv Bose,24,423971,Salaried,675,583506,Education,121080,0
3447,Ishaan Bose,45,703053,Contract,615,1341361,Car Purchase,344591,0
3448,Ananya Bose,34,387822,Salaried,608,100000,Business Expansion,71112,1
3449,Diya Bose,50,582913,Salaried,770,558522,Car Purchase,264909,1
3450,Aadhya Bose,22,254965,Contract,557,675329,Debt Consolidation,43424,0
3451,Aarohi Bose,39,348550,Contract,605,359670,Debt Consolidation,61150,0
3452,Anika Bose,30,428690,Contract,674,441192,Car Purchase,95835,0
3453,Myra Bose,30,646539,Salaried,646,808267,Business Expansion,302674,0
3454,Sara Bose,46,536929,Salaried,736,1126805,Debt Consolidation,85305,0
3455,Aisha Bose,22,239435,Unemployed,566,296538,Car Purchase,107661,0
3456,Aarav Nair,26,418205,Salaried,645,134887,Car Purchase,98763,1
